Bridge ID,Road Type,Year Built,Number of Lanes,Avg Daily Traffic,Operational Status,Structure Material,Deck Material,Bridge Design,Number of Spans,Bridge Length,Road Width,Deck Width,Assessment,Structural improvement Needed,Lifetime
AVS572L45000745M05380,2,1960,2,32,1,1,1,74,2,77.7,8.5,10.2,3,1,58
AVS572L45001008S06885,2,1960,5,86480,1,2,1,75,3,37.5,24.2,26.1,3,1,58
AVS572L45001936B00780,4,1960,1,50,3,2,1,75,2,12.2,3.6,3.7,5,1,56
AVS572L45001936B00780,4,1960,1,50,3,2,1,75,2,12.2,3.6,3.7,3,1,58
AVS572L45001992S09189,1,1960,2,14365,1,2,1,88,6,173.4,10.4,11.4,3,1,50
AVS572L45002529T09282,1,1960,2,15883,1,1,1,94,4,63.1,10.5,11.4,3,1,50
AVS572L45002599I02784,2,1960,2,151,1,1,1,74,2,39.3,10.4,12,3,0,53
AVS572L45002599I02784,2,1960,2,154,1,1,1,74,2,39.3,10.4,12,3,0,58
AVS572L45002670E00089,4,1960,1,50,1,2,2,75,1,9.1,4.7,4.8,4,3,56
AVS572L45002670E00089,4,1960,1,50,1,2,2,75,1,9.1,4.7,4.8,4,3,58
AVS572L45002717L04789,2,1960,2,3659,1,2,1,75,4,152.4,9.2,10.3,2,1,58
AVS572L45003162P08689,2,1960,2,3113,1,1,1,94,1,8.5,11.6,13.3,3,1,58
AVS572L45003449K07187,1,1960,2,8079,1,1,1,75,3,49.4,12.2,13.3,3,0,50
AVS572L45004149G02082,2,1960,3,25176,1,2,1,75,3,150,14.2,24.8,3,1,58
AVS572L45004547Y07383,4,1960,1,50,4,2,2,75,1,14.9,4.9,5.2,7,3,56
AVS572L45004617P02489,1,1960,2,23904,1,2,1,88,6,173.4,10.4,11.4,3,1,58
AVS572L45004951W06089,4,1960,2,50,3,2,1,75,1,11.9,7.4,8.3,3,0,53
AVS572L45004951W06089,4,1960,2,50,3,2,1,75,1,11.9,7.4,8.3,3,0,58
AVS572L45004977B03984,4,1960,1,50,3,2,1,75,1,14.3,4.3,4.3,6,3,56
AVS572L45004977B03984,4,1960,1,50,3,2,1,75,1,14.3,4.3,4.3,5,1,58
AVS572L45005081E02488,2,1960,2,537,1,1,N,85,1,8.8,9.1,10.4,3,1,58
AVS572L45005487T06486,1,1960,2,23904,1,2,1,75,1,68.3,10.4,11.4,3,1,58
AVS572L45005795P00488,2,1960,3,9671,1,1,N,79,1,6.4,0,0,3,0,53
AVS572L45005795P00488,2,1960,3,8836,1,1,N,79,1,6.4,0,0,3,0,58
AVS572L45006529W00882,1,1960,4,7853,1,1,N,79,1,15.2,0,0,3,0,50
AVS572L45006578J01980,4,1960,1,91,1,1,1,74,1,10.4,4.4,5.6,4,1,56
AVS572L45007026R01885,4,1960,2,350,1,1,1,85,3,32.9,7.9,11,4,0,56
AVS572L45007026R01885,4,1960,2,350,1,1,1,85,3,32.9,7.9,11,4,0,58
AVS572L45007868T06780,1,1960,2,16028,1,1,1,94,3,44.5,12.8,13.9,3,1,58
AVS572L45008071E00284,2,1960,1,500,1,2,1,75,1,28,7.9,12.6,3,0,53
AVS572L45008071E00284,2,1960,1,500,1,2,1,75,1,28,7.9,12.6,3,1,58
AVS572L45008563N07383,1,1960,2,26483,1,1,1,75,3,48.5,12.8,13.9,3,1,58
AVS572L45008848Z08980,1,1960,2,14613,1,1,1,94,3,40.2,12.2,13.9,3,0,53
AVS572L45008848Z08980,1,1960,2,16713,1,1,1,94,3,40.2,12.2,13.9,3,0,58
AVS572L45009118D03181,2,1960,2,906,1,1,N,94,2,32.3,12.2,13.3,5,1,58
AVS572L45009397F00983,1,1960,2,7629,1,1,1,74,1,10.1,12.2,13.3,3,0,58
AVS589X75400652Q05383,2,1953,2,393,1,2,1,75,3,45.4,8.5,9.7,4,1,63
AVS589X75400652Q05383,2,1953,2,911,1,2,1,75,3,45.4,8.5,9.7,4,1,65
AVS589X75400907L03884,1,1953,4,21147,1,1,N,79,1,16.5,0,0,3,0,60
AVS589X75400907L03884,1,1953,4,46833,1,1,N,79,1,16.5,0,0,3,0,65
AVS589X75401300G08182,2,1953,2,558,1,2,2,75,1,9.4,7.3,7.9,3,1,65
AVS589X75402044V07282,1,1953,2,37831,1,2,1,75,3,40.5,11.9,13,3,1,57
AVS589X75402916Y01481,2,1953,2,1689,1,1,1,74,1,11.3,9.5,10.6,2,1,65
AVS589X75402966V09783,4,1953,2,5000,1,2,N,79,4,9.1,11,13.4,4,0,60
AVS589X75402966V09783,4,1953,2,5000,1,2,N,79,4,9.1,11,13.4,4,0,63
AVS589X75402966V09783,4,1953,2,5000,1,2,N,79,4,9.1,11,13.4,4,0,65
AVS589X75404596C05683,1,1953,4,41252,1,1,1,82,1,14.3,20.7,21.9,3,3,57
AVS589X75405638H06681,4,1953,2,100,1,2,1,75,2,33.8,5.5,6.4,3,0,60
AVS589X75405638H06681,4,1953,2,100,1,2,1,75,2,33.8,5.5,6.4,3,1,65
AVS589X75406427R05480,4,1953,2,1000,1,1,N,79,1,6.7,11.3,14.5,3,0,60
AVS589X75406427R05480,4,1953,2,1000,1,1,N,79,1,6.7,11.3,14.5,3,0,65
AVS589X75407019V02985,2,1953,2,122,1,1,N,85,1,6.4,6.7,8,3,1,65
AVS589X75407852Q01589,2,1953,2,1603,1,1,N,94,1,9.1,9.7,10.2,2,1,65
AVS589X75409243A05780,4,1953,2,1400,1,1,N,79,4,6.4,11.3,11.3,2,0,60
AVS589X75409493F06382,2,1953,2,921,1,2,2,75,1,18.3,7.9,11.2,4,1,63
AVS589X75409547B09980,2,1953,2,6176,1,2,1,75,2,26.2,10.7,11.3,3,3,61
AVS589X75409547B09980,2,1953,2,5670,1,2,1,75,2,26.2,10.7,11.3,3,1,65
AVS589X75409789I04080,2,1953,2,206,1,2,2,75,1,16.2,6.9,7.7,3,0,60
AVS589X75409789I04080,2,1953,2,200,1,2,2,75,1,16.2,6.9,7.7,4,0,63
AVS589X75409789I04080,2,1953,2,199,1,2,2,75,1,16.2,6.9,7.7,3,0,65
AVS590J89200175M02087,4,1913,1,525,1,1,N,86,1,8.2,4.7,5.7,3,0,100
AVS590J89200175M02087,4,1913,1,525,1,1,N,86,1,8.2,4.7,5.7,3,0,105
AVS590J89203310J01787,2,1913,2,5627,1,1,1,86,1,27.4,9.1,13.7,3,1,105
AVS590J89204112R06782,2,1913,2,9490,1,1,1,74,1,8.2,6.7,8.6,3,1,98
AVS590J89204112R06782,2,1913,2,7466,1,1,1,74,1,8.2,6.7,8.6,3,1,105
AVS590J89204135Q02987,2,1913,2,167,1,1,N,86,2,29.6,5.9,6.6,3,1,98
AVS590J89208593J01480,2,1913,2,1596,3,1,N,86,1,15.5,5.6,6.7,6,3,98
AVS590J89208593J01480,2,1913,2,1580,3,1,N,86,1,15.5,5.6,6.7,6,3,101
AVS590J89208593J01480,2,1913,2,1599,3,1,N,86,1,15.5,5.6,6.7,6,3,103
AVS590J89208593J01480,2,1913,2,2102,3,1,N,86,1,15.5,5.6,6.7,6,3,105
AVS605N79300221Z04080,4,1920,2,100,1,1,1,75,1,8.2,9.8,10.8,3,0,91
AVS605N79300221Z04080,4,1920,2,300,1,1,1,75,1,8.2,9.8,10.8,3,0,93
AVS605N79300765R03088,4,1920,1,100,1,3,N,86,2,17.7,4.7,6.3,4,1,91
AVS605N79300765R03088,4,1920,1,100,1,3,N,86,2,17.7,4.7,6.3,4,1,96
AVS605N79300765R03088,4,1920,1,100,1,3,N,86,2,17.7,4.7,6.3,4,1,98
AVS605N79300892A00686,2,1920,2,538,1,1,1,75,1,10.1,7,7.8,4,2,91
AVS605N79301051O09985,4,1920,2,9180,1,1,1,76,1,7.9,11.1,14.9,3,1,91
AVS605N79301051O09985,4,1920,2,9180,1,1,1,76,1,7.9,11.1,14.9,3,1,98
AVS605N79301174A09489,2,1920,2,939,1,1,N,86,1,18.3,7.3,8.2,3,1,91
AVS605N79301174A09489,2,1920,2,756,1,1,N,86,1,18.3,7.3,8.2,3,1,98
AVS605N79301946M00587,2,1920,2,1320,4,1,1,76,1,10.7,7.3,7.9,7,3,91
AVS605N79302591M05280,4,1920,2,50,3,2,3,88,3,45.1,5.5,5.9,5,1,91
AVS605N79303237P07388,4,1920,1,10,1,1,1,85,1,11.6,4.7,5.6,2,1,98
AVS605N79304214P05080,4,1920,1,100,1,2,3,75,1,10.1,4.3,4.3,4,0,91
AVS605N79304214P05080,4,1920,1,100,1,2,3,75,1,10.1,4.3,4.3,4,0,93
AVS605N79304214P05080,4,1920,1,100,1,2,3,75,1,10.1,4.3,4.3,3,1,98
AVS605N79305116U07089,4,1920,2,72,1,1,3,74,1,10.7,7.6,8.7,3,0,93
AVS605N79305227E06288,2,1920,2,543,1,1,N,86,1,18,7.4,9.1,5,1,91
AVS605N79305922B07289,4,1920,2,250,3,3,3,75,1,7.6,7.7,12,5,1,91
AVS605N79305922B07289,4,1920,2,250,3,3,3,75,1,7.6,7.7,12,5,1,96
AVS605N79306044B06989,4,1920,2,100,3,1,1,75,1,7.9,5.7,6,4,1,91
AVS605N79307424O02882,5,1920,2,250,4,2,3,75,1,7.6,6.8,11.6,7,0,98
AVS605N79307530G05088,2,1920,2,523,1,1,1,74,1,25.3,9,10.1,3,0,91
AVS605N79307530G05088,2,1920,2,527,1,1,1,74,1,25.3,9,10.1,3,0,93
AVS605N79307530G05088,2,1920,2,546,1,1,1,74,1,25.3,9,10.1,3,1,98
AVS605N79307626U03389,4,1920,2,50,1,2,1,75,1,13.4,7.2,7.3,3,3,91
AVS605N79307626U03389,4,1920,2,50,1,2,1,75,1,13.4,7.2,7.3,3,3,94
AVS605N79307626U03389,4,1920,2,50,1,2,1,75,1,13.4,7.2,7.3,3,3,98
AVS605N79307991D03589,4,1920,2,30,3,2,1,88,1,23.2,6.9,9.1,4,1,96
AVS605N79307991D03589,4,1920,2,30,3,2,1,88,1,23.2,6.9,9.1,4,1,98
AVS605N79308358K01585,4,1920,2,0,4,2,1,89,1,57.9,7,7.6,7,1,91
AVS605N79308358K01585,4,1920,2,0,4,2,1,89,1,57.9,7,7.6,7,1,96
AVS605N79308358K01585,4,1920,2,0,4,2,1,89,1,57.9,7,7.6,7,1,98
AVS605N79308553D08282,3,1920,2,4045,3,2,1,88,2,54.6,9.8,16.2,5,1,91
AVS605N79308553D08282,3,1920,2,4109,3,2,1,88,2,54.6,9.8,16.2,5,1,96
AVS605N79308553D08282,3,1920,2,4109,3,2,1,88,2,54.6,9.8,16.2,5,1,98
AVS605N79308583N08587,2,1920,2,2118,1,2,1,75,1,10.1,9.2,9.6,3,3,91
AVS605N79308583N08587,2,1920,2,2057,1,2,1,75,1,10.1,9.2,9.6,3,3,94
AVS605N79308583N08587,2,1920,2,1325,1,2,1,75,1,10.1,9.2,9.6,4,3,96
AVS605N79308583N08587,2,1920,2,1322,1,2,1,75,1,10.1,9.2,9.6,4,3,98
AVS605N79309138O05385,4,1920,2,880,1,1,3,74,1,14,5.9,6.5,3,1,91
AVS605N79309138O05385,4,1920,2,880,1,1,3,74,1,14,5.9,6.5,3,1,98
AVS605N79309957P01685,4,1920,2,100,1,1,1,76,1,13.4,6.1,7.1,3,0,91
AVS605N79309957P01685,4,1920,2,100,1,1,1,76,1,13.4,6.1,7.1,3,0,93
AVS605N79309957P01685,4,1920,2,100,1,1,1,76,1,13.4,6.1,7.1,3,0,98
AVS612M65000377Q09785,1,1962,2,22858,1,1,1,75,1,13.7,12.8,13.9,3,0,48
AVS612M65000881H01687,2,1962,2,301,1,1,3,74,1,14.3,9.1,10.8,3,0,51
AVS612M65000881H01687,2,1962,2,210,1,1,3,74,1,14.3,9.1,10.8,5,1,56
AVS612M65000950V03288,1,1962,2,15374,1,1,1,94,4,58.5,12.6,13.3,2,0,51
AVS612M65000950V03288,1,1962,2,14127,1,1,1,94,4,58.5,12.6,13.3,2,0,56
AVS612M65001631Y09684,2,1962,2,118,1,2,N,79,1,11,0,0,4,0,51
AVS612M65001631Y09684,2,1962,2,115,1,2,N,79,1,11,0,0,4,0,54
AVS612M65001631Y09684,2,1962,2,298,1,2,N,79,1,11,0,0,4,1,56
AVS612M65001705E05385,1,1962,3,24901,1,2,1,75,2,43.3,12.3,13.2,3,0,51
AVS612M65001705E05385,1,1962,3,22375,1,2,1,75,2,43.3,12.3,13.2,3,1,56
AVS612M65001721W08288,4,1962,2,2275,1,1,1,75,3,69.5,8.5,11,4,0,51
AVS612M65001721W08288,4,1962,2,2275,1,1,1,75,3,69.5,8.5,11,4,0,54
AVS612M65001721W08288,4,1962,2,2275,1,1,1,75,3,69.5,8.5,11,4,1,56
AVS612M65001798O02787,2,1962,2,29583,1,1,1,74,5,116.7,10.4,11.4,2,0,51
AVS612M65001798O02787,2,1962,2,29707,1,1,1,74,5,116.7,10.4,11.4,3,0,56
AVS612M65001828X08081,3,1962,2,2399,1,1,N,85,1,8.2,7.3,8.5,4,1,56
AVS612M65001930I00282,2,1962,2,160,1,1,1,76,1,13.4,9.1,10.8,3,0,51
AVS612M65001930I00282,2,1962,2,272,1,1,1,76,1,13.4,9.1,10.8,3,0,56
AVS612M65001984Y08188,1,1962,2,23100,1,2,1,75,2,64.3,12.3,13.2,3,1,56
AVS612M65002066N09184,2,1962,2,1381,1,1,3,74,2,33.2,8.5,10.2,4,1,54
AVS612M65002066N09184,2,1962,2,2012,1,1,3,74,2,33.2,8.5,10.2,4,1,56
AVS612M65002202T09487,2,1962,2,5815,1,2,1,88,2,142.3,12.2,13.2,2,1,56
AVS612M65002539L00989,1,1962,3,33655,1,1,1,94,1,22.3,14,15.7,3,1,48
AVS612M65002708F03081,2,1962,2,1939,1,1,N,74,2,47.5,9.3,10.2,2,0,51
AVS612M65002708F03081,2,1962,2,1667,1,1,N,74,2,47.5,9.3,10.2,2,0,56
AVS612M65002913I07081,4,1962,2,50,1,1,1,74,1,18.6,6.1,7.8,3,1,56
AVS612M65002937W07281,2,1962,2,2070,1,1,3,74,2,32.6,8.5,10.2,5,1,56
AVS612M65003225Y08980,1,1962,2,10557,1,1,1,94,3,61.9,9.8,11.4,3,1,48
AVS612M65003329Z00181,2,1962,2,756,1,1,N,74,1,12.5,0,0,3,0,51
AVS612M65003329Z00181,2,1962,2,808,1,1,N,74,1,12.5,0,0,4,1,56
AVS612M65003770R04587,2,1962,2,531,1,1,1,94,1,21.6,9.8,11.4,3,0,56
AVS612M65003846M05985,1,1962,2,13390,1,2,1,88,3,328.6,9.8,10.8,3,1,56
AVS612M65004280E04085,2,1962,2,2090,1,2,1,75,1,29.6,8.5,10.2,2,0,51
AVS612M65004280E04085,2,1962,2,2378,1,2,1,75,1,29.6,8.5,10.2,2,0,56
AVS612M65004409C02680,2,1962,2,608,1,1,1,85,1,10.1,9.1,10.9,3,0,51
AVS612M65004409C02680,2,1962,2,324,1,1,1,85,1,10.1,9.1,10.9,3,0,56
AVS612M65004444Q03488,1,1962,6,26841,1,2,1,88,3,166.4,29.3,30.5,3,1,48
AVS612M65004553W09082,2,1962,2,272,1,1,N,85,1,8.5,9.8,11.5,2,1,56
AVS612M65004796W00884,2,1962,2,6144,1,2,1,75,2,46.3,6.7,7.4,2,2,56
AVS612M65004941A06189,2,1962,2,91,1,1,N,85,1,9.4,9.1,10.8,2,0,51
AVS612M65004941A06189,2,1962,2,84,1,1,N,85,1,9.4,9.1,10.8,2,0,56
AVS612M65005055D00584,1,1962,2,14435,1,1,1,74,1,62.8,10.7,11.4,3,0,51
AVS612M65005055D00584,1,1962,2,11771,1,1,1,74,1,62.8,10.7,11.4,3,1,56
AVS612M65005301J09883,2,1962,2,500,1,1,1,94,3,52.7,8.6,10.2,3,1,56
AVS612M65005876F04880,2,1962,2,188,1,1,1,94,2,37.2,8.5,10.2,3,0,56
AVS612M65006058G02684,2,1962,2,10478,1,1,N,79,1,6.1,0,0,3,0,51
AVS612M65006580L00880,2,1962,2,614,1,1,1,85,1,9.4,9.9,11.3,3,0,51
AVS612M65006580L00880,2,1962,2,559,1,1,1,85,1,9.4,9.9,11.3,3,0,56
AVS612M65007001N01087,1,1962,2,28304,1,1,1,94,3,46.9,16.5,17.5,3,0,48
AVS612M65007064C08883,2,1962,4,2427,1,1,N,79,1,6.4,0,0,3,0,51
AVS612M65007064C08883,2,1962,4,7558,1,1,N,79,1,6.4,0,0,3,0,56
AVS612M65007299T03984,2,1962,2,14437,1,1,1,74,1,55.2,12.2,13.3,5,1,56
AVS612M65007736F02282,2,1962,2,1664,1,1,3,74,1,16.2,11,12.6,2,0,51
AVS612M65007900L02480,2,1962,2,2178,1,1,1,74,1,21.3,9.8,13.6,3,1,56
AVS612M65007945Y02582,2,1962,2,1356,1,1,3,74,1,21.9,8.4,10.2,4,1,56
AVS612M65007951H09081,1,1962,2,13327,1,2,1,88,6,329.8,9.4,10.8,3,1,56
AVS612M65008120B02884,2,1962,4,13049,1,2,1,75,3,39.9,24.4,25.5,4,0,51
AVS612M65008334P02782,2,1962,2,78,1,2,1,75,1,20.7,8.5,10.2,3,0,51
AVS612M65008334P02782,2,1962,2,81,1,2,1,75,1,20.7,8.5,10.2,3,0,56
AVS612M65008372Z05083,1,1962,2,9222,1,1,1,75,3,41.1,13.1,13.9,3,0,51
AVS612M65008372Z05083,1,1962,2,12918,1,1,1,75,3,41.1,13.1,13.9,3,0,56
AVS612M65008426B01283,2,1962,2,11922,1,1,1,94,3,48.8,12.2,13.3,3,1,56
AVS612M65008587Z01880,2,1962,2,317,1,1,N,85,1,8.8,9.1,10.8,2,1,56
AVS612M65008763H04581,2,1962,2,739,1,1,1,94,2,34.1,9.1,10.9,4,1,54
AVS612M65008763H04581,2,1962,2,724,1,1,1,94,2,34.1,9.1,10.9,4,1,56
AVS612M65008775N04289,2,1962,2,6855,1,1,1,94,1,21.6,12.2,13.9,3,0,51
AVS612M65008775N04289,2,1962,2,6544,1,1,1,94,1,21.6,12.2,13.9,3,0,56
AVS612M65009609D09182,1,1962,2,33655,1,1,1,94,4,77.4,10.7,11.4,4,1,48
AVS612M65009614R01786,2,1962,4,9537,1,2,1,75,2,51.8,18,25.8,2,1,56
AVS620I63400187O01184,2,2013,2,132,1,1,1,94,1,22.3,7.5,8.5,2,0,5
AVS620I63400210X09985,2,2013,2,435,1,1,1,94,2,48.5,8.5,9.6,2,0,5
AVS620I63400562N08684,2,2013,2,5863,1,1,N,79,1,7.3,0,0,2,0,5
AVS620I63400609Q04087,2,2013,2,6267,1,1,1,94,2,53,12.2,13.2,2,0,5
AVS620I63400696O00187,2,2013,2,7328,1,1,1,94,1,17.4,9.1,10.5,2,0,5
AVS620I63400796A04884,2,2013,5,17850,1,2,1,75,2,63.1,22.9,23.9,2,0,5
AVS620I63401649J08082,2,2013,2,2925,1,1,1,94,1,24.4,9.1,10.1,2,0,5
AVS620I63401922H07389,2,2013,2,9660,1,2,1,75,3,518.5,11,23.7,2,0,5
AVS620I63402133C01287,1,2013,2,15932,1,1,1,75,1,30.5,14,15.1,2,0,5
AVS620I63402563Q01883,2,2013,2,163,1,1,N,79,1,8.5,0,0,2,0,5
AVS620I63403069R03582,2,2013,2,8248,1,1,1,75,8,338,11,12,1,0,5
AVS620I63403555A06584,2,2013,2,822,1,1,1,75,2,54.3,8.5,10.2,2,0,5
AVS620I63403712R06482,4,2013,2,3915,1,1,1,94,1,15.8,7.3,14.1,2,0,5
AVS620I63404520A03584,2,2013,2,6052,1,1,1,94,2,67.1,13.4,14.5,2,0,5
AVS620I63404932I07388,2,2013,2,2303,1,1,1,94,2,39.9,10.4,11.3,2,0,5
AVS620I63405223M01082,2,2013,2,10967,1,1,1,75,2,91.1,9.1,10.8,2,0,5
AVS620I63405740B00485,2,2013,2,222,1,1,1,78,1,7.6,7.5,8.4,2,0,5
AVS620I63405848U07487,2,2013,2,355,1,1,N,79,1,6.7,7.1,8.2,2,0,5
AVS620I63406344B06886,2,2013,2,337,1,1,N,79,1,7.9,0,0,2,0,5
AVS620I63406474Z05884,2,2013,2,1799,1,1,1,94,1,30.5,9.8,10.8,2,0,5
AVS620I63406561H02688,2,2013,2,238,1,1,N,79,1,6.1,8.2,9.6,1,0,5
AVS620I63406862G01284,2,2013,2,281,1,1,1,78,1,11,7.3,8.4,2,0,5
AVS620I63407255Z04986,2,2013,2,630,1,1,1,94,3,48.5,7.9,10.5,2,0,5
AVS620I63407379O00386,2,2013,4,28950,1,1,1,75,4,125.9,19.5,20.5,2,0,5
AVS620I63407582A07182,2,2013,2,2300,1,1,1,94,1,14.3,9.1,10.2,2,0,5
AVS620I63407703E00786,5,2013,2,10,1,1,1,76,1,29.3,6.7,7.9,2,0,5
AVS620I63408423A06189,2,2013,2,135,1,1,1,75,2,81.4,7.9,8.8,2,0,5
AVS620I63409429U04987,2,2013,2,86,1,2,1,75,2,74.1,8.5,9.6,1,0,5
AVS622A46600060L05385,2,1999,2,56583,1,1,1,94,1,18.3,25,27.8,2,0,19
AVS622A46600251A00982,1,1999,2,25850,1,2,1,75,1,60.4,12.8,13.9,2,1,11
AVS622A46600421D03380,2,1999,2,420,1,1,N,78,1,10.1,8,8.4,2,0,14
AVS622A46600421D03380,2,1999,2,416,1,1,N,78,1,10.1,8,8.4,2,0,19
AVS622A46601181P04386,2,1999,2,654,1,1,1,94,1,25,10.4,11.4,2,0,14
AVS622A46601181P04386,2,1999,2,503,1,1,1,94,1,25,10.4,11.4,4,0,19
AVS622A46601602D02386,2,1999,3,8689,1,1,1,75,1,50.3,18.3,19.2,2,0,14
AVS622A46601602D02386,2,1999,3,10331,1,1,1,75,1,50.3,18.3,19.2,2,0,19
AVS622A46602479G07189,5,1999,2,40,1,1,1,94,1,10.4,5.5,6.6,2,0,14
AVS622A46602479G07189,5,1999,2,40,1,1,1,94,1,10.4,5.5,6.6,2,0,19
AVS622A46602520U08183,1,1999,2,12807,1,1,1,94,4,115.5,11,12.1,2,0,11
AVS622A46603004X01181,2,1999,2,2150,1,1,1,94,1,12.2,9.8,10.7,2,0,14
AVS622A46603777V08082,5,1999,2,40,1,1,1,94,1,10.1,5.5,6.7,2,0,19
AVS622A46604510I06387,2,1999,2,530,1,1,1,94,2,33.5,10.4,11.2,2,0,19
AVS622A46604855H02387,2,1999,2,239,1,2,1,75,1,42.7,8.5,9.4,2,0,14
AVS622A46604855H02387,2,1999,2,270,1,2,1,75,1,42.7,8.5,9.4,2,0,19
AVS622A46604888I04587,1,1999,1,11594,1,2,1,75,3,126.8,9.4,10.5,2,0,11
AVS622A46604921O03683,2,1999,2,9709,1,1,1,75,3,93.3,11,12,2,0,19
AVS622A46605005A03286,4,1999,2,100,1,1,N,79,1,6.7,0,0,3,0,19
AVS622A46605304R07082,1,1999,2,1000,1,2,1,75,1,52.7,12.8,13.8,2,0,19
AVS622A46605792V07684,2,1999,2,807,1,2,1,75,1,42.7,3.5,4.3,2,0,14
AVS622A46605792V07684,2,1999,2,212,1,2,1,75,1,42.7,3.5,4.3,2,0,19
AVS622A46606047K03082,1,1999,4,25346,1,1,N,82,1,14,0,0,2,1,11
AVS622A46607499C04285,2,1999,2,1678,1,1,1,94,1,24.7,16.1,24.4,2,0,14
AVS622A46607499C04285,2,1999,2,1528,1,1,1,94,1,24.7,16.1,24.4,2,0,19
AVS622A46607613Q05787,2,1999,5,7920,1,1,1,94,1,23.8,19.8,25.9,2,0,14
AVS622A46607613Q05787,2,1999,5,16307,1,1,1,94,1,23.8,19.8,25.9,2,0,19
AVS622A46607792L01988,1,1999,2,32915,1,1,1,75,1,42.1,12,12.9,2,0,19
AVS630M30700144H03688,2,2012,2,124,1,1,1,74,1,13.4,7.6,8.6,2,0,1
AVS630M30700144H03688,2,2012,2,135,1,1,1,74,1,13.4,7.6,8.6,2,0,6
AVS630M30700285X00283,2,2012,2,384,1,1,1,75,2,51.8,8.5,9.6,2,0,6
AVS630M30700516E05485,5,2012,2,15,1,1,1,94,1,14.6,5.5,6.6,2,0,6
AVS630M30701447E01781,3,2012,2,16520,1,1,1,94,1,12.2,10.1,11.1,1,0,1
AVS630M30701447E01781,3,2012,2,16520,1,1,1,94,1,12.2,10.1,11.1,2,0,6
AVS630M30701500M07882,2,2012,2,5296,1,1,N,79,1,11,12.2,15.1,1,0,1
AVS630M30701500M07882,2,2012,2,5499,1,1,N,79,1,11,12.2,15.1,2,0,6
AVS630M30702069S09586,2,2012,2,500,1,1,1,75,1,36.9,9.8,14.9,2,0,1
AVS630M30702069S09586,2,2012,2,16982,1,1,1,75,1,36.9,9.8,14.9,2,0,6
AVS630M30702228O02885,4,2012,2,172,1,1,N,79,1,7.9,7.3,9.8,1,0,1
AVS630M30702793N00683,2,2012,3,7880,1,1,1,75,3,58.5,14.9,16,1,0,1
AVS630M30702793N00683,2,2012,3,9466,1,1,1,75,3,58.5,14.9,16,2,0,6
AVS630M30704579N00188,4,2012,2,50,1,1,N,79,1,7,0,0,2,0,6
AVS630M30704781K07187,2,2012,2,1968,1,1,1,94,1,11,10.4,11.4,2,0,1
AVS630M30705236L06785,2,2012,2,843,1,1,1,75,1,36.3,8,9,1,0,6
AVS630M30705434Q06687,4,2012,2,307,1,1,1,94,1,13.1,7.3,8.4,2,0,1
AVS630M30705461L03681,2,2012,2,3251,1,1,N,79,1,7.9,0,0,2,0,1
AVS630M30706646A09685,2,2012,2,2156,1,1,1,76,1,32.6,12.2,13.2,2,0,6
AVS630M30706931G05883,1,2012,2,36792,1,1,1,75,3,123.7,9.8,16.9,1,0,1
AVS630M30707377W08681,4,2012,2,420,1,1,1,94,1,16.8,7.9,9,2,0,6
AVS630M30707419G04883,2,2012,2,5648,1,1,N,79,1,7.3,9.9,11.1,1,0,1
AVS630M30707419G04883,2,2012,2,5372,1,1,N,79,1,7.3,9.9,11.1,2,0,6
AVS630M30707549L03282,2,2012,2,368,1,1,1,94,1,16.8,7.3,8.4,2,0,1
AVS630M30707549L03282,2,2012,2,271,1,1,1,94,1,16.8,7.3,8.4,2,0,6
AVS630M30707894Q05783,2,2012,2,14809,1,1,1,94,1,16.5,15.7,16.7,2,0,1
AVS630M30707894Q05783,2,2012,2,12891,1,1,1,94,1,16.5,15.7,16.7,2,0,6
AVS630M30708161B08988,2,2012,2,83,1,1,1,75,2,64.3,8.7,9.7,1,0,1
AVS630M30708161B08988,2,2012,2,146,1,1,1,75,2,64.3,8.7,9.7,2,0,6
AVS630M30708579Q01989,2,2012,2,3293,1,1,N,79,1,7.6,9.9,10.8,2,0,6
AVS630M30708638R03289,2,2012,2,608,1,1,N,79,1,6.1,0,0,2,0,1
AVS630M30709276F08782,2,2012,2,128,1,1,1,74,1,28,7.8,8.7,2,0,6
AVS630M30709381S05780,1,2012,6,34735,1,1,N,79,1,17.1,0,0,2,0,1
AVS630M30709381S05780,1,2012,6,34735,1,1,N,79,1,17.1,0,0,2,0,6
AVS630M30709385L09389,2,2012,2,925,1,1,1,94,1,13.4,8.7,9.7,1,0,1
AVS630M30709385L09389,2,2012,2,1083,1,1,1,94,1,13.4,8.7,9.7,2,0,6
AVS630M30709436G03686,2,2012,2,2916,1,1,1,75,2,36.6,11,11.9,2,0,1
AVS630M30709436G03686,2,2012,2,2054,1,1,1,75,2,36.6,11,11.9,2,0,6
AVS630M30709545Y06884,4,2012,2,6839,1,1,1,94,2,45.1,8.8,12.3,2,0,6
AVS631L18701959Z06785,1,1982,2,12304,1,1,1,75,5,103.6,12.8,13.9,3,1,28
AVS631L18702332D08681,2,1982,1,6017,1,2,1,75,3,95.7,9.4,10.5,2,0,31
AVS631L18702332D08681,2,1982,1,5967,1,2,1,75,3,95.7,9.4,10.5,2,0,33
AVS631L18704718W01782,4,1982,2,100,1,1,3,74,1,13.4,5.7,6.2,3,0,31
AVS631L18705353R00387,2,1982,2,10754,1,1,1,75,1,35.7,12.8,13.9,2,1,33
